"","faminc","cigtax","cigprice","bwght","fatheduc","motheduc","parity","male","white","cigs","lbwght","bwghtlbs","packs","lfaminc"
"810",8.5,21,136.699996948242,106,NA,13,1,1,0,0,4.66343879699707,6.625,0,2.14006590843201
"811",22.5,21,136.699996948242,119,11,11,1,1,1,0,4.77912282943726,7.4375,0,3.11351490020752
"812",19.5,21,136.699996948242,112,12,13,1,1,1,0,4.71849918365479,7,0,2.97041392326355
"813",8.5,21,136.699996948242,123,10,10,1,0,1,0,4.81218385696411,7.6875,0,2.14006590843201
"814",47.5,21,136.699996948242,129,NA,14,1,0,0,0,4.85981178283691,8.0625,0,3.86072993278503
"815",8.5,21,136.699996948242,100,6,12,3,1,0,0,4.60516977310181,6.25,0,2.14006590843201
"816",4.5,21,136.699996948242,97,NA,10,1,0,0,2,4.57471084594727,6.0625,0.100000001490116,1.50407695770264
"817",65,21,136.699996948242,127,18,18,1,0,1,0,4.84418678283691,7.9375,0,4.17438697814941
"818",32.5,21,136.699996948242,128,12,13,1,0,1,0,4.85202980041504,8,0,3.48124003410339
"819",12.5,21,136.699996948242,122,NA,13,2,0,0,0,4.80402088165283,7.625,0,2.52572894096375
"820",65,21,136.699996948242,93,14,12,1,1,1,0,4.53259897232056,5.8125,0,4.17438697814941
"821",19.5,21,136.699996948242,90,12,11,1,1,1,10,4.49981021881104,5.625,0.5,2.97041392326355
"822",22.5,21,136.699996948242,73,14,14,1,1,1,0,4.29046010971069,4.5625,0,3.11351490020752
"823",27.5,21,136.699996948242,133,NA,16,2,0,1,0,4.8903489112854,8.3125,0,3.31418609619141
"824",19.5,21,136.699996948242,112,NA,12,1,0,0,0,4.71849918365479,7,0,2.97041392326355
"825",15.5,21,136.699996948242,98,16,17,1,0,1,0,4.58496809005737,6.125,0,2.74083995819092
"826",37.5,21,136.699996948242,136,14,12,1,1,1,0,4.91265487670898,8.5,0,3.62434101104736
"827",13.5,21,136.699996948242,78,13,11,2,1,0,0,4.35670900344849,4.875,0,2.60268998146057
"828",42.5,21,136.699996948242,107,11,12,1,0,1,0,4.67282915115356,6.6875,0,3.74950408935547
"829",65,21,136.699996948242,147,12,12,1,1,1,0,4.99043321609497,9.1875,0,4.17438697814941
"830",32.5,21,136.699996948242,149,14,12,1,0,1,20,5.00394582748413,9.3125,1,3.48124003410339
"831",37.5,21,136.699996948242,106,18,16,1,0,1,0,4.66343879699707,6.625,0,3.62434101104736
"832",47.5,21,136.699996948242,97,10,13,1,0,1,10,4.57471084594727,6.0625,0.5,3.86072993278503
"833",65,21,136.699996948242,134,12,12,2,0,1,0,4.89784002304077,8.375,0,4.17438697814941
"834",22.5,21,136.699996948242,136,16,16,2,1,1,0,4.91265487670898,8.5,0,3.11351490020752
"835",27.5,21,136.699996948242,136,16,16,2,0,0,0,4.91265487670898,8.5,0,3.31418609619141
"836",22.5,21,136.699996948242,131,12,12,1,1,1,0,4.87519693374634,8.1875,0,3.11351490020752
"837",27.5,21,136.699996948242,112,15,16,1,1,1,0,4.71849918365479,7,0,3.31418609619141
"838",12.5,21,136.699996948242,105,13,12,1,1,1,0,4.65396022796631,6.5625,0,2.52572894096375
"839",19.5,21,136.699996948242,120,16,14,1,0,0,0,4.78749179840088,7.5,0,2.97041392326355
"840",42.5,21,136.699996948242,120,16,15,1,0,1,0,4.78749179840088,7.5,0,3.74950408935547
"841",27.5,21,136.699996948242,115,12,14,3,1,1,0,4.74493217468262,7.1875,0,3.31418609619141
"842",32.5,21,136.699996948242,120,13,16,1,1,1,0,4.78749179840088,7.5,0,3.48124003410339
"843",65,21,136.699996948242,141,12,12,1,0,0,0,4.94876003265381,8.8125,0,4.17438697814941
"844",47.5,21,136.699996948242,119,13,12,3,0,1,5,4.77912282943726,7.4375,0.25,3.86072993278503
"845",27.5,21,136.699996948242,114,16,14,1,0,1,0,4.73619794845581,7.125,0,3.31418609619141
"846",32.5,21,136.699996948242,143,12,9,3,0,0,10,4.96284484863281,8.9375,0.5,3.48124003410339
"847",65,21,136.699996948242,113,12,12,1,1,1,0,4.72738790512085,7.0625,0,4.17438697814941
"848",22.5,21,136.699996948242,118,12,12,2,0,1,0,4.77068519592285,7.375,0,3.11351490020752
"849",65,21,136.699996948242,126,12,14,1,1,1,0,4.83628177642822,7.875,0,4.17438697814941
"850",42.5,21,136.699996948242,120,13,12,1,1,1,0,4.78749179840088,7.5,0,3.74950408935547
"851",32.5,21,136.699996948242,139,18,18,2,1,0,0,4.93447399139404,8.6875,0,3.48124003410339
"852",65,21,136.699996948242,104,14,14,1,0,1,0,4.64439105987549,6.5,0,4.17438697814941
"853",42.5,21,136.699996948242,141,12,12,3,0,0,0,4.94876003265381,8.8125,0,3.74950408935547
"854",27.5,21,136.699996948242,114,12,12,1,1,1,0,4.73619794845581,7.125,0,3.31418609619141
"855",65,21,136.699996948242,111,16,14,2,0,1,0,4.70952987670898,6.9375,0,4.17438697814941
"856",5.5,21,136.699996948242,94,NA,12,1,0,1,0,4.54329490661621,5.875,0,1.70474803447723
"857",22.5,21,136.699996948242,134,12,6,1,1,0,0,4.89784002304077,8.375,0,3.11351490020752
"858",37.5,21,136.699996948242,113,17,13,1,1,0,0,4.72738790512085,7.0625,0,3.62434101104736
"859",2.5,21,136.699996948242,116,NA,12,2,1,0,0,4.75359010696411,7.25,0,0.916290819644928
"860",6.5,2,107.599998474121,114,12,13,1,1,0,0,4.73619794845581,7.125,0,1.87180197238922
"861",18.5,2,107.599998474121,115,12,12,1,0,1,0,4.74493217468262,7.1875,0,2.91777110099792
"862",13.5,2,107.599998474121,122,10,11,1,0,1,0,4.80402088165283,7.625,0,2.60268998146057
"863",12.5,2,107.599998474121,118,14,10,4,1,1,20,4.77068519592285,7.375,1,2.52572894096375
"864",19.5,2,107.599998474121,115,9,9,1,0,1,0,4.74493217468262,7.1875,0,2.97041392326355
"865",9.5,2,107.599998474121,104,12,12,1,0,1,0,4.64439105987549,6.5,0,2.25129199028015
"866",9.5,2,107.599998474121,134,7,12,2,1,0,0,4.89784002304077,8.375,0,2.25129199028015
"867",13.5,2,107.599998474121,143,12,12,1,1,1,0,4.96284484863281,8.9375,0,2.60268998146057
"868",47.5,2,107.599998474121,143,16,16,1,1,1,0,4.96284484863281,8.9375,0,3.86072993278503
"869",10.5,2,107.599998474121,106,12,13,2,1,0,0,4.66343879699707,6.625,0,2.35137510299683
"870",37.5,2,107.599998474121,127,16,14,2,1,1,0,4.84418678283691,7.9375,0,3.62434101104736
"871",27.5,2,107.599998474121,122,13,14,1,0,1,0,4.80402088165283,7.625,0,3.31418609619141
"872",19.5,2,107.599998474121,115,13,16,1,1,1,0,4.74493217468262,7.1875,0,2.97041392326355
"873",15.5,2,107.599998474121,139,12,12,4,1,0,0,4.93447399139404,8.6875,0,2.74083995819092
"874",16.5,2,107.599998474121,114,11,9,2,0,1,10,4.73619794845581,7.125,0.5,2.80335998535156
"875",32.5,2,107.599998474121,108,16,16,1,0,1,0,4.68213081359863,6.75,0,3.48124003410339
"876",11.5,2,107.599998474121,127,NA,14,1,1,0,0,4.84418678283691,7.9375,0,2.44234704971313
"877",10.5,2,107.599998474121,111,NA,11,1,0,0,0,4.70952987670898,6.9375,0,2.35137510299683
"878",16.5,2,107.599998474121,91,NA,11,1,0,0,0,4.51085901260376,5.6875,0,2.80335998535156
"879",9.5,2,107.599998474121,96,NA,10,1,1,0,0,4.5643482208252,6,0,2.25129199028015
"880",12.5,2,107.599998474121,103,12,8,1,1,0,10,4.63472890853882,6.4375,0.5,2.52572894096375
"881",9.5,2,107.599998474121,78,10,6,2,1,1,0,4.35670900344849,4.875,0,2.25129199028015
"882",22.5,2,107.599998474121,98,12,12,1,0,1,0,4.58496809005737,6.125,0,3.11351490020752
"883",22.5,2,107.599998474121,94,8,8,2,0,1,30,4.54329490661621,5.875,1.5,3.11351490020752
"884",27.5,2,107.599998474121,135,12,10,1,1,1,10,4.90527486801147,8.4375,0.5,3.31418609619141
"885",11.5,2,107.599998474121,124,9,9,1,1,1,20,4.82028198242188,7.75,1,2.44234704971313
"886",5.5,18,120.5,108,NA,7,4,0,1,0,4.68213081359863,6.75,0,1.70474803447723
"887",19.5,18,120.5,128,12,12,1,1,1,10,4.85202980041504,8,0.5,2.97041392326355
"888",11.5,18,120.5,139,12,12,3,0,1,0,4.93447399139404,8.6875,0,2.44234704971313
"889",27.5,18,120.5,128,14,8,3,1,1,0,4.85202980041504,8,0,3.31418609619141
"890",42.5,18,120.5,102,12,13,1,1,1,0,4.62497282028198,6.375,0,3.74950408935547
"891",3.5,18,120.5,136,NA,12,2,1,1,0,4.91265487670898,8.5,0,1.25276303291321
"892",65,18,120.5,146,12,12,1,0,1,0,4.98360681533813,9.125,0,4.17438697814941
"893",16.5,18,120.5,136,17,12,1,1,1,0,4.91265487670898,8.5,0,2.80335998535156
"894",42.5,18,120.5,89,16,16,1,1,1,0,4.4886360168457,5.5625,0,3.74950408935547
"895",2.5,18,120.5,102,NA,10,1,0,1,30,4.62497282028198,6.375,1.5,0.916290819644928
"896",3.5,18,120.5,138,NA,10,3,1,0,30,4.92725419998169,8.625,1.5,1.25276303291321
"897",8.5,18,120.5,128,12,12,1,0,1,0,4.85202980041504,8,0,2.14006590843201
"898",27.5,18,120.5,124,12,13,3,1,1,0,4.82028198242188,7.75,0,3.31418609619141
"899",12.5,18,120.5,122,12,12,1,1,1,0,4.80402088165283,7.625,0,2.52572894096375
"900",4.5,18,120.5,101,NA,10,2,0,1,4,4.61511993408203,6.3125,0.200000002980232,1.50407695770264
"901",37.5,18,120.5,118,12,12,1,1,1,0,4.77068519592285,7.375,0,3.62434101104736
"902",32.5,18,120.5,70,16,18,2,1,1,0,4.24849510192871,4.375,0,3.48124003410339
"903",22.5,18,120.5,136,12,12,1,1,1,0,4.91265487670898,8.5,0,3.11351490020752
"904",37.5,18,120.5,152,13,12,2,0,1,0,5.02388000488281,9.5,0,3.62434101104736
"905",19.5,18,120.5,98,12,14,3,0,1,0,4.58496809005737,6.125,0,2.97041392326355
"906",9.5,18,120.5,68,12,11,4,0,1,10,4.21950817108154,4.25,0.5,2.25129199028015
"907",13.5,18,120.5,101,8,12,2,0,0,3,4.61511993408203,6.3125,0.150000005960464,2.60268998146057
"908",2.5,18,120.5,94,NA,10,2,0,0,0,4.54329490661621,5.875,0,0.916290819644928
"909",0.5,18,120.5,117,8,8,1,1,1,0,4.76217412948608,7.3125,0,-0.6931471824646
"910",10.5,18,120.5,96,NA,12,1,0,0,0,4.5643482208252,6,0,2.35137510299683
"911",47.5,18,120.5,122,16,14,2,0,1,0,4.80402088165283,7.625,0,3.86072993278503
"912",42.5,18,120.5,132,16,16,4,1,1,0,4.88280200958252,8.25,0,3.74950408935547
"913",3.5,18,120.5,104,NA,12,2,1,0,20,4.64439105987549,6.5,1,1.25276303291321
"914",27.5,18,120.5,130,NA,12,3,0,1,0,4.86753511428833,8.125,0,3.31418609619141
"915",19.5,18,120.5,84,NA,15,1,1,0,0,4.43081712722778,5.25,0,2.97041392326355
"916",37.5,18,120.5,159,12,12,1,1,1,0,5.06890392303467,9.9375,0,3.62434101104736
"917",7.5,18,120.5,115,NA,10,1,0,1,3,4.74493217468262,7.1875,0.150000005960464,2.01490306854248
"918",22.5,18,120.5,126,12,10,1,0,1,20,4.83628177642822,7.875,1,3.11351490020752
"919",22.5,18,120.5,132,13,12,1,0,1,7,4.88280200958252,8.25,0.349999994039536,3.11351490020752
"920",47.5,18,120.5,101,12,14,3,0,0,0,4.61511993408203,6.3125,0,3.86072993278503
"921",27.5,18,120.5,87,12,12,2,1,1,20,4.46590805053711,5.4375,1,3.31418609619141
"922",4.5,18,120.5,147,NA,12,1,1,1,0,4.99043321609497,9.1875,0,1.50407695770264
"923",18.5,18,120.5,108,12,12,1,1,1,0,4.68213081359863,6.75,0,2.91777110099792
"924",32.5,18,120.5,103,15,16,1,1,1,0,4.63472890853882,6.4375,0,3.48124003410339
"925",37.5,18,120.5,128,12,12,2,0,1,0,4.85202980041504,8,0,3.62434101104736
"926",6.5,18,120.5,97,11,10,2,1,1,2,4.57471084594727,6.0625,0.100000001490116,1.87180197238922
"927",42.5,18,120.5,113,16,12,1,1,1,0,4.72738790512085,7.0625,0,3.74950408935547
"928",47.5,18,120.5,128,12,12,1,0,1,0,4.85202980041504,8,0,3.86072993278503
"929",14.5,18,120.5,74,NA,12,2,1,0,10,4.30406522750854,4.625,0.5,2.67414903640747
"930",4.5,18,120.5,95,NA,11,1,1,1,0,4.55387687683105,5.9375,0,1.50407695770264
"931",65,18,120.5,128,16,16,2,0,1,0,4.85202980041504,8,0,4.17438697814941
"932",12.5,18,120.5,129,11,12,2,1,1,20,4.85981178283691,8.0625,1,2.52572894096375
"933",37.5,18,120.5,117,12,12,1,1,1,0,4.76217412948608,7.3125,0,3.62434101104736
"934",32.5,18,120.5,109,12,12,1,1,1,0,4.6913480758667,6.8125,0,3.48124003410339
"935",6.5,18,120.5,109,NA,12,1,0,0,0,4.6913480758667,6.8125,0,1.87180197238922
"936",11.5,18,120.5,129,13,12,1,0,1,5,4.85981178283691,8.0625,0.25,2.44234704971313
"937",14.5,18,120.5,144,12,12,2,0,1,0,4.96981287002563,9,0,2.67414903640747
"938",27.5,18,120.5,131,10,9,2,0,1,0,4.87519693374634,8.1875,0,3.31418609619141
"939",32.5,18,120.5,104,17,12,1,1,1,0,4.64439105987549,6.5,0,3.48124003410339
"940",15.5,18,120.5,120,12,12,1,0,0,0,4.78749179840088,7.5,0,2.74083995819092
"941",22.5,18,120.5,99,10,12,2,0,0,10,4.59511995315552,6.1875,0.5,3.11351490020752
"942",22.5,18,120.5,103,11,12,3,0,1,20,4.63472890853882,6.4375,1,3.11351490020752
"943",65,18,120.5,123,16,16,3,1,1,0,4.81218385696411,7.6875,0,4.17438697814941
"944",47.5,18,120.5,134,12,12,1,0,1,0,4.89784002304077,8.375,0,3.86072993278503
"945",17.5,18,120.5,147,12,12,2,1,1,0,4.99043321609497,9.1875,0,2.86220097541809
"946",27.5,18,120.5,83,12,9,2,1,0,20,4.41883993148804,5.1875,1,3.31418609619141
"947",32.5,18,120.5,91,12,12,1,1,0,0,4.51085901260376,5.6875,0,3.48124003410339
"948",65,18,120.5,124,12,14,2,1,1,0,4.82028198242188,7.75,0,4.17438697814941
"949",65,18,120.5,141,18,17,2,0,1,0,4.94876003265381,8.8125,0,4.17438697814941
"950",65,18,120.5,56,18,16,1,1,1,0,4.02535200119019,3.5,0,4.17438697814941
"951",32.5,18,120.5,139,14,12,1,1,1,0,4.93447399139404,8.6875,0,3.48124003410339
"952",18.5,18,120.5,133,12,12,2,1,1,0,4.8903489112854,8.3125,0,2.91777110099792
"953",42.5,18,120.5,144,12,12,2,1,1,0,4.96981287002563,9,0,3.74950408935547
"954",7.5,18,120.5,130,NA,12,1,1,1,0,4.86753511428833,8.125,0,2.01490306854248
"955",37.5,18,120.5,102,13,12,2,0,1,5,4.62497282028198,6.375,0.25,3.62434101104736
"956",37.5,18,120.5,109,14,14,2,1,1,0,4.6913480758667,6.8125,0,3.62434101104736
"957",1.5,18,120.5,104,NA,12,2,0,0,0,4.64439105987549,6.5,0,0.405465096235275
"958",17.5,18,120.5,134,NA,13,2,0,0,7,4.89784002304077,8.375,0.349999994039536,2.86220097541809
"959",65,18,120.5,91,12,16,1,1,1,0,4.51085901260376,5.6875,0,4.17438697814941
"960",3.5,18,120.5,159,11,12,2,0,1,0,5.06890392303467,9.9375,0,1.25276303291321
"961",4.5,18,120.5,93,17,18,1,0,0,0,4.53259897232056,5.8125,0,1.50407695770264
"962",22.5,18,120.5,131,NA,12,1,1,0,15,4.87519693374634,8.1875,0.75,3.11351490020752
"963",22.5,18,120.5,119,12,12,2,1,0,0,4.77912282943726,7.4375,0,3.11351490020752
"964",3.5,18,120.5,126,NA,11,2,1,0,0,4.83628177642822,7.875,0,1.25276303291321
"965",17.5,18,120.5,107,12,11,1,0,0,0,4.67282915115356,6.6875,0,2.86220097541809
"966",16.5,18,120.5,76,12,12,1,0,1,0,4.33073282241821,4.75,0,2.80335998535156
"967",10.5,18,120.5,122,17,17,1,1,0,0,4.80402088165283,7.625,0,2.35137510299683
"968",22.5,18,120.5,104,18,16,2,0,0,0,4.64439105987549,6.5,0,3.11351490020752
"969",3.5,18,120.5,92,NA,11,3,0,0,4,4.52178907394409,5.75,0.200000002980232,1.25276303291321
"970",8.5,18,120.5,101,9,9,2,1,1,10,4.61511993408203,6.3125,0.5,2.14006590843201
"971",1.5,18,120.5,109,11,12,1,0,0,0,4.6913480758667,6.8125,0,0.405465096235275
"972",65,18,120.5,113,16,16,2,0,1,0,4.72738790512085,7.0625,0,4.17438697814941
"973",42.5,18,120.5,136,13,16,1,0,1,0,4.91265487670898,8.5,0,3.74950408935547
"974",22.5,18,120.5,147,NA,12,1,0,0,0,4.99043321609497,9.1875,0,3.11351490020752
"975",17.5,18,120.5,104,12,12,1,0,1,15,4.64439105987549,6.5,0.75,2.86220097541809
"976",18.5,18,120.5,117,11,10,3,0,1,15,4.76217412948608,7.3125,0.75,2.91777110099792
"977",5.5,23,133.399993896484,89,9,8,2,1,0,40,4.4886360168457,5.5625,2,1.70474803447723
"978",13.5,23,133.399993896484,101,12,12,1,1,1,0,4.61511993408203,6.3125,0,2.60268998146057
"979",17.5,23,133.399993896484,121,14,12,3,1,1,0,4.7957911491394,7.5625,0,2.86220097541809
"980",19.5,23,133.399993896484,120,14,12,1,0,1,10,4.78749179840088,7.5,0.5,2.97041392326355
"981",65,23,133.399993896484,116,16,16,2,1,1,0,4.75359010696411,7.25,0,4.17438697814941
"982",11.5,23,133.399993896484,112,11,10,5,1,1,0,4.71849918365479,7,0,2.44234704971313
"983",65,23,133.399993896484,125,16,18,1,0,1,0,4.82831382751465,7.8125,0,4.17438697814941
"984",2.5,23,133.399993896484,128,NA,12,1,0,0,0,4.85202980041504,8,0,0.916290819644928
"985",65,23,133.399993896484,114,16,16,2,1,1,0,4.73619794845581,7.125,0,4.17438697814941
"986",10.5,23,133.399993896484,104,12,9,1,0,1,20,4.64439105987549,6.5,1,2.35137510299683
"987",42.5,23,133.399993896484,123,16,12,1,0,1,0,4.81218385696411,7.6875,0,3.74950408935547
"988",19.5,23,133.399993896484,123,18,13,1,1,1,0,4.81218385696411,7.6875,0,2.97041392326355
"989",5.5,23,133.399993896484,164,9,12,3,0,1,0,5.09986591339111,10.25,0,1.70474803447723
"990",0.5,23,133.399993896484,113,NA,9,1,1,1,0,4.72738790512085,7.0625,0,-0.6931471824646
"991",65,23,133.399993896484,102,12,14,1,0,1,0,4.62497282028198,6.375,0,4.17438697814941
"992",47.5,23,133.399993896484,113,12,12,1,0,1,0,4.72738790512085,7.0625,0,3.86072993278503
"993",14.5,23,133.399993896484,99,8,12,1,0,1,0,4.59511995315552,6.1875,0,2.67414903640747
"994",27.5,23,133.399993896484,127,17,18,1,0,1,0,4.84418678283691,7.9375,0,3.31418609619141
"995",22.5,23,133.399993896484,132,9,12,1,1,0,20,4.88280200958252,8.25,1,3.11351490020752
"996",19.5,23,133.399993896484,121,14,12,2,0,1,20,4.7957911491394,7.5625,1,2.97041392326355
"997",15.5,23,133.399993896484,91,12,11,1,0,1,0,4.51085901260376,5.6875,0,2.74083995819092
"998",0.5,23,133.399993896484,109,11,8,1,1,1,10,4.6913480758667,6.8125,0.5,-0.6931471824646
"999",47.5,23,133.399993896484,112,16,17,1,0,1,0,4.71849918365479,7,0,3.86072993278503
"1000",22.5,23,133.399993896484,124,16,12,2,0,1,0,4.82028198242188,7.75,0,3.11351490020752
"1001",15.5,23,133.399993896484,149,12,12,2,0,1,0,5.00394582748413,9.3125,0,2.74083995819092
"1002",17.5,23,133.399993896484,103,12,12,2,1,1,10,4.63472890853882,6.4375,0.5,2.86220097541809
"1003",47.5,23,133.399993896484,120,18,15,1,0,1,0,4.78749179840088,7.5,0,3.86072993278503
"1004",15.5,23,133.399993896484,144,12,14,1,1,1,0,4.96981287002563,9,0,2.74083995819092
"1005",18.5,27,145,116,14,17,1,1,1,0,4.75359010696411,7.25,0,2.91777110099792
"1006",2.5,27,145,112,NA,14,1,0,1,10,4.71849918365479,7,0.5,0.916290819644928
"1007",18.5,27,145,128,12,12,2,0,1,0,4.85202980041504,8,0,2.91777110099792
"1008",27.5,27,145,137,12,12,1,0,1,0,4.91998100280762,8.5625,0,3.31418609619141
"1009",32.5,27,145,127,14,14,3,0,1,0,4.84418678283691,7.9375,0,3.48124003410339
"1010",19.5,27,145,101,12,11,1,0,0,15,4.61511993408203,6.3125,0.75,2.97041392326355
"1011",32.5,27,145,92,14,13,2,1,1,15,4.52178907394409,5.75,0.75,3.48124003410339
"1012",22.5,27,145,101,12,12,1,0,1,0,4.61511993408203,6.3125,0,3.11351490020752
"1013",19.5,18,122.800003051758,121,10,10,1,0,1,0,4.7957911491394,7.5625,0,2.97041392326355
"1014",6.5,18,122.800003051758,116,12,10,1,1,0,0,4.75359010696411,7.25,0,1.87180197238922
"1015",27.5,18,122.800003051758,127,16,12,3,0,1,0,4.84418678283691,7.9375,0,3.31418609619141
"1016",10.5,18,122.800003051758,133,12,12,1,0,1,0,4.8903489112854,8.3125,0,2.35137510299683
"1017",47.5,18,122.800003051758,128,16,13,2,1,1,0,4.85202980041504,8,0,3.86072993278503
"1018",19.5,18,122.800003051758,123,17,14,1,0,1,0,4.81218385696411,7.6875,0,2.97041392326355
"1019",22.5,18,122.800003051758,122,12,12,1,1,1,0,4.80402088165283,7.625,0,3.11351490020752
"1020",15.5,18,122.800003051758,113,NA,12,1,0,1,20,4.72738790512085,7.0625,1,2.74083995819092
"1021",8.5,18,122.800003051758,128,12,9,5,1,1,0,4.85202980041504,8,0,2.14006590843201
"1022",19.5,18,122.800003051758,139,8,12,1,0,0,5,4.93447399139404,8.6875,0.25,2.97041392326355
"1023",1.5,18,122.800003051758,141,12,12,1,1,1,0,4.94876003265381,8.8125,0,0.405465096235275
"1024",14.5,18,122.800003051758,121,8,9,1,0,1,6,4.7957911491394,7.5625,0.300000011920929,2.67414903640747
"1025",27.5,18,122.800003051758,123,16,16,1,1,1,0,4.81218385696411,7.6875,0,3.31418609619141
"1026",5.5,18,122.800003051758,151,NA,7,4,1,1,20,5.01728010177612,9.4375,1,1.70474803447723
"1027",5.5,18,122.800003051758,119,NA,9,2,1,0,0,4.77912282943726,7.4375,0,1.70474803447723
"1028",14.5,18,122.800003051758,105,NA,12,1,1,1,0,4.65396022796631,6.5625,0,2.67414903640747
"1029",32.5,18,122.800003051758,133,14,12,2,0,0,0,4.8903489112854,8.3125,0,3.48124003410339
"1030",22.5,18,122.800003051758,123,18,12,2,0,1,0,4.81218385696411,7.6875,0,3.11351490020752
"1031",22.5,18,122.800003051758,111,12,12,2,1,1,0,4.70952987670898,6.9375,0,3.11351490020752
"1032",27.5,18,122.800003051758,123,12,12,1,0,1,0,4.81218385696411,7.6875,0,3.31418609619141
"1033",27.5,18,122.800003051758,123,6,12,1,1,1,10,4.81218385696411,7.6875,0.5,3.31418609619141
"1034",13.5,18,122.800003051758,130,11,12,1,1,1,0,4.86753511428833,8.125,0,2.60268998146057
"1035",22.5,18,122.800003051758,154,14,12,1,0,1,0,5.03695201873779,9.625,0,3.11351490020752
"1036",22.5,18,122.800003051758,120,13,12,1,1,1,0,4.78749179840088,7.5,0,3.11351490020752
"1037",65,18,122.800003051758,90,13,14,2,0,1,0,4.49981021881104,5.625,0,4.17438697814941
"1038",19.5,18,122.800003051758,114,10,12,1,0,1,0,4.73619794845581,7.125,0,2.97041392326355
"1039",37.5,18,122.800003051758,123,16,13,1,0,1,0,4.81218385696411,7.6875,0,3.62434101104736
"1040",32.5,18,122.800003051758,123,16,12,2,1,1,0,4.81218385696411,7.6875,0,3.48124003410339
"1041",11.5,18,122.800003051758,136,NA,12,1,1,0,0,4.91265487670898,8.5,0,2.44234704971313
"1042",27.5,18,122.800003051758,104,15,16,1,0,1,0,4.64439105987549,6.5,0,3.31418609619141
"1043",17.5,18,122.800003051758,128,NA,13,2,0,0,20,4.85202980041504,8,1,2.86220097541809
"1044",37.5,18,122.800003051758,128,12,14,1,0,1,0,4.85202980041504,8,0,3.62434101104736
"1045",10.5,18,122.800003051758,160,9,9,2,1,1,0,5.07517385482788,10,0,2.35137510299683
"1046",32.5,18,122.800003051758,111,16,16,1,1,1,0,4.70952987670898,6.9375,0,3.48124003410339
"1047",37.5,18,122.800003051758,141,14,12,2,1,1,0,4.94876003265381,8.8125,0,3.62434101104736
"1048",32.5,18,122.800003051758,122,8,9,1,0,1,0,4.80402088165283,7.625,0,3.48124003410339
"1049",37.5,18,122.800003051758,98,12,16,1,0,1,0,4.58496809005737,6.125,0,3.62434101104736
"1050",2.5,18,122.800003051758,96,NA,12,2,1,0,10,4.5643482208252,6,0.5,0.916290819644928
"1051",15.5,18,122.800003051758,127,11,7,3,0,1,0,4.84418678283691,7.9375,0,2.74083995819092
"1052",42.5,18,122.800003051758,119,12,12,2,1,1,0,4.77912282943726,7.4375,0,3.74950408935547
"1053",22.5,18,122.800003051758,43,NA,9,1,1,0,0,3.76119995117188,2.6875,0,3.11351490020752
"1054",22.5,18,122.800003051758,100,12,12,1,1,0,0,4.60516977310181,6.25,0,3.11351490020752
"1055",2.5,18,122.800003051758,139,NA,11,1,0,1,0,4.93447399139404,8.6875,0,0.916290819644928
"1056",32.5,18,122.800003051758,128,11,12,1,1,1,0,4.85202980041504,8,0,3.48124003410339
"1057",32.5,18,122.800003051758,115,16,16,1,0,1,0,4.74493217468262,7.1875,0,3.48124003410339
"1058",18.5,18,122.800003051758,121,NA,12,1,1,0,0,4.7957911491394,7.5625,0,2.91777110099792
"1059",27.5,18,122.800003051758,134,NA,12,1,1,1,0,4.89784002304077,8.375,0,3.31418609619141
"1060",2.5,18,122.800003051758,120,12,12,1,1,1,0,4.78749179840088,7.5,0,0.916290819644928
"1061",6.5,18,122.800003051758,104,12,12,1,1,1,20,4.64439105987549,6.5,1,1.87180197238922
"1062",37.5,18,122.800003051758,170,12,12,1,0,1,0,5.13579797744751,10.625,0,3.62434101104736
"1063",65,18,122.800003051758,132,12,14,2,1,1,0,4.88280200958252,8.25,0,4.17438697814941
"1064",47.5,18,122.800003051758,126,12,12,1,0,1,0,4.83628177642822,7.875,0,3.86072993278503
"1065",42.5,18,122.800003051758,142,18,14,4,0,1,0,4.95582723617554,8.875,0,3.74950408935547
"1066",27.5,18,122.800003051758,103,12,12,2,0,1,0,4.63472890853882,6.4375,0,3.31418609619141
"1067",32.5,18,122.800003051758,112,12,17,1,1,1,0,4.71849918365479,7,0,3.48124003410339
"1068",42.5,18,122.800003051758,117,12,14,1,0,1,20,4.76217412948608,7.3125,1,3.74950408935547
"1069",17.5,18,122.800003051758,131,12,12,1,1,1,0,4.87519693374634,8.1875,0,2.86220097541809
"1070",42.5,18,122.800003051758,115,12,12,1,1,1,0,4.74493217468262,7.1875,0,3.74950408935547
"1071",19.5,18,122.800003051758,118,12,12,1,0,1,10,4.77068519592285,7.375,0.5,2.97041392326355
"1072",32.5,18,122.800003051758,106,12,12,4,1,1,0,4.66343879699707,6.625,0,3.48124003410339
"1073",42.5,18,122.800003051758,126,14,13,1,0,1,0,4.83628177642822,7.875,0,3.74950408935547
"1074",14.5,18,122.800003051758,104,11,11,2,1,1,20,4.64439105987549,6.5,1,2.67414903640747
"1075",15.5,18,122.800003051758,143,15,16,4,1,1,0,4.96284484863281,8.9375,0,2.74083995819092
"1076",32.5,18,122.800003051758,156,13,16,4,1,1,0,5.04985618591309,9.75,0,3.48124003410339
"1077",37.5,18,122.800003051758,137,18,17,2,1,1,0,4.91998100280762,8.5625,0,3.62434101104736
